retailer_id,territory_id,state,district,tehsil,trust_level,emotional_state,preferred_language,preferred_channel,relationship_stage,farmer_name,memory_context,relationship_message,season_stage,season_advisory,panic_state,trust_score,farmer_question,detected_language,question_english,relationship_response_english,localized_response
RTL_00037,TER_0006,Uttar Pradesh,Lucknow,Lucknow_T003,TRUSTED,HOPEFUL,Hindi,Voice Call,4th Season,Farmer_36,previous pest outbreak recovered successfully,Farmer_36 ji 🙏 Last season you mentioned previous pest outbreak recovered successfully. We are monitoring similar conditions this week.,VEGETATIVE,Monitor pests proactively,PANIC,0.9,मेरे खेत में पत्ते पीले हो रहे हैं,hi,The leaves in my field are turning yellow,"Farmer_36 ji, we understand your concern. We remember: previous pest outbreak recovered successfully. Please do not panic. Our field team will support you immediately.","किसान_36 जी, हम आपकी चिंता समझते हैं। हमें याद है: पिछला कीट प्रकोप सफलतापूर्वक ठीक हो गया था। कृपया घबराएं नहीं. हमारी फ़ील्ड टीम तुरंत आपकी सहायता करेगी."
RTL_00038,TER_0006,Uttar Pradesh,Lucknow,Lucknow_T010,TRUSTED,HOPEFUL,Hindi,WhatsApp,1st Season,Farmer_37,successful fertilizer intervention last season,Farmer_37 ji 🙏 Last season you mentioned successful fertilizer intervention last season. We are monitoring similar conditions this week.,PEST_SEASON,Stabilize farmer emotions before product push,NORMAL,0.9,मेरे खेत में पत्ते पीले हो रहे हैं,hi,The leaves in my field are turning yellow,Namaste Farmer_37 ji 🙏 We remember your previous season. successful fertilizer intervention last season. Your crop situation can improve with early monitoring.,नमस्ते किसान_37 जी 🙏 हमें आपका पिछला सीज़न याद है। पिछले सीज़न में सफल उर्वरक हस्तक्षेप। शीघ्र निगरानी से आपकी फसल की स्थिति में सुधार हो सकता है।
RTL_00039,TER_0006,Uttar Pradesh,Lucknow,Lucknow_T009,WARM,STABLE,Hindi,WhatsApp,2nd Season,Farmer_38,high yielding crop during Kharif season,Namaste Farmer_38 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,VEGETATIVE,Monitor pests proactively,NORMAL,0.6,மழைக்கு பிறகு பிரச்சனை அதிகரித்தது,ta,The problem increased after the rains,We noticed similar field conditions nearby. Timely action can reduce crop stress risk.,हमने आस-पास ऐसी ही फ़ील्ड स्थितियां देखीं। समय पर कार्रवाई से फसल तनाव के जोखिम को कम किया जा सकता है।
RTL_00040,TER_0006,Uttar Pradesh,Lucknow,Lucknow_T001,WARM,STABLE,Hindi,WhatsApp,4th Season,Farmer_39,successful fertilizer intervention last season,Namaste Farmer_39 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,PRE_SOWING,Build confidence before sowing,NORMAL,0.6,மழைக்கு பிறகு பிரச்சனை அதிகரித்தது,ta,The problem increased after the rains,We noticed similar field conditions nearby. Timely action can reduce crop stress risk.,हमने आस-पास ऐसी ही फ़ील्ड स्थितियां देखीं। समय पर कार्रवाई से फसल तनाव के जोखिम को कम किया जा सकता है।
RTL_00041,TER_0006,Uttar Pradesh,Lucknow,Lucknow_T007,TRUSTED,HOPEFUL,Hindi,Field Visit,3rd Season,Farmer_40,high yielding crop during Kharif season,Farmer_40 ji 🙏 Last season you mentioned high yielding crop during Kharif season. We are monitoring similar conditions this week.,PRE_HARVEST,Mandi timing intelligence,NORMAL,0.9,ਕੀ ਫਸਲ ਠੀਕ ਹੋ ਜਾਏਗੀ?,pa,Will the crop recover?,Namaste Farmer_40 ji 🙏 We remember your previous season. high yielding crop during Kharif season. Your crop situation can improve with early monitoring.,नमस्ते किसान_40 जी 🙏 हमें आपका पिछला सीज़न याद है। ख़रीफ़ सीज़न के दौरान अधिक उपज देने वाली फसल। शीघ्र निगरानी से आपकी फसल की स्थिति में सुधार हो सकता है।
RTL_00042,TER_0006,Uttar Pradesh,Lucknow,Lucknow_T010,WARM,STABLE,Hindi,Voice Call,3rd Season,Farmer_41,high yielding crop during Kharif season,Namaste Farmer_41 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,PEST_SEASON,Stabilize farmer emotions before product push,NORMAL,0.6,ਕੀ ਫਸਲ ਠੀਕ ਹੋ ਜਾਏਗੀ?,pa,Will the crop recover?,We noticed similar field conditions nearby. Timely action can reduce crop stress risk.,हमने आस-पास ऐसी ही फ़ील्ड स्थितियां देखीं। समय पर कार्रवाई से फसल तनाव के जोखिम को कम किया जा सकता है।
RTL_00043,TER_0006,Uttar Pradesh,Lucknow,Lucknow_T010,TRUSTED,HOPEFUL,Hindi,Field Visit,2nd Season,Farmer_42,delayed sowing due to rainfall uncertainty,Farmer_42 ji 🙏 Last season you mentioned delayed sowing due to rainfall uncertainty. We are monitoring similar conditions this week.,PRE_HARVEST,Mandi timing intelligence,NORMAL,0.9,धान की फसल कमजोर लग रही है,hi,Paddy crop looks weak,Namaste Farmer_42 ji 🙏 We remember your previous season. delayed sowing due to rainfall uncertainty. Your crop situation can improve with early monitoring.,नमस्ते किसान_42 जी 🙏 हमें आपका पिछला सीज़न याद है। वर्षा की अनिश्चितता के कारण बुआई में देरी। शीघ्र निगरानी से आपकी फसल की स्थिति में सुधार हो सकता है।
RTL_00044,TER_0007,Madhya Pradesh,Ratlam,Ratlam_T006,COLD,ANXIOUS,Hindi,Voice Call,1st Season,Farmer_43,delayed sowing due to rainfall uncertainty,"Farmer_43 ji, field conditions require attention this week. Our field officer may contact you soon.",PRE_HARVEST,Mandi timing intelligence,NORMAL,0.3,My crop growth is slowing,en,My crop growth is slowing,We noticed your field conditions may need attention. Our advisory team recommends monitoring this week.,हमने देखा कि आपके क्षेत्र की स्थितियों पर ध्यान देने की आवश्यकता हो सकती है। हमारी सलाहकार टीम इस सप्ताह निगरानी की अनुशंसा करती है।
RTL_00045,TER_0007,Madhya Pradesh,Ratlam,Ratlam_T001,TRUSTED,HOPEFUL,Hindi,Field Visit,1st Season,Farmer_44,successful fertilizer intervention last season,Farmer_44 ji 🙏 Last season you mentioned successful fertilizer intervention last season. We are monitoring similar conditions this week.,PRE_HARVEST,Mandi timing intelligence,NORMAL,0.9,बारिश के बाद समस्या बढ़ गई,hi,The problem increased after the rain,Namaste Farmer_44 ji 🙏 We remember your previous season. successful fertilizer intervention last season. Your crop situation can improve with early monitoring.,नमस्ते किसान_44 जी 🙏 हमें आपका पिछला सीज़न याद है। पिछले सीज़न में सफल उर्वरक हस्तक्षेप। शीघ्र निगरानी से आपकी फसल की स्थिति में सुधार हो सकता है।
RTL_00046,TER_0007,Madhya Pradesh,Ratlam,Ratlam_T001,WARM,STABLE,Hindi,Voice Call,3rd Season,Farmer_45,last season yellowing after heavy rain,Namaste Farmer_45 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,PEST_SEASON,Stabilize farmer emotions before product push,PANIC,0.6,My crop growth is slowing,en,My crop growth is slowing,"Farmer_45 ji, we understand your concern. We remember: last season yellowing after heavy rain. Please do not panic. Our field team will support you immediately.","किसान_45 जी, हम आपकी चिंता समझते हैं। हमें याद है: पिछले सीज़न में भारी बारिश के बाद पीलापन। कृपया घबराएं नहीं. हमारी फ़ील्ड टीम तुरंत आपकी सहायता करेगी."
RTL_00047,TER_0007,Madhya Pradesh,Ratlam,Ratlam_T006,TRUSTED,HOPEFUL,Hindi,WhatsApp,1st Season,Farmer_46,previous pest outbreak recovered successfully,Farmer_46 ji 🙏 Last season you mentioned previous pest outbreak recovered successfully. We are monitoring similar conditions this week.,PRE_HARVEST,Mandi timing intelligence,PANIC,0.9,ਕੀ ਫਸਲ ਠੀਕ ਹੋ ਜਾਏਗੀ?,pa,Will the crop recover?,"Farmer_46 ji, we understand your concern. We remember: previous pest outbreak recovered successfully. Please do not panic. Our field team will support you immediately.","किसान_46 जी, हम आपकी चिंता समझते हैं। हमें याद है: पिछला कीट प्रकोप सफलतापूर्वक ठीक हो गया था। कृपया घबराएं नहीं. हमारी फ़ील्ड टीम तुरंत आपकी सहायता करेगी."
RTL_00048,TER_0007,Madhya Pradesh,Ratlam,Ratlam_T004,WARM,STABLE,Hindi,WhatsApp,4th Season,Farmer_47,last season yellowing after heavy rain,Namaste Farmer_47 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,PEST_SEASON,Stabilize farmer emotions before product push,PANIC,0.6,పంటలో పురుగులు ఎక్కువగా ఉన్నాయి,te,There are many insects in the crop,"Farmer_47 ji, we understand your concern. We remember: last season yellowing after heavy rain. Please do not panic. Our field team will support you immediately.","किसान_47 जी, हम आपकी चिंता समझते हैं। हमें याद है: पिछले सीज़न में भारी बारिश के बाद पीलापन। कृपया घबराएं नहीं. हमारी फ़ील्ड टीम तुरंत आपकी सहायता करेगी."
